id,hip,label,proper,aliases,RA_deg,DEC_deg,distance_pc,distance_ly,spect,mag
66570,66782,HIP 66782,,HIP 66782 | HD 118962,205.30647,-46.028307,123.7624,403.6584933,K0III,6.7
63991,64194,HIP 64194,,HIP 64194 | HD 114375,197.34444,51.154972,123.7624,403.6584933,K0,8.49
94382,94677,HIP 94677,,HIP 94677 | HD 180614,288.983625,31.0355,123.7624,403.6584933,K0,6.79
84593,84851,HIP 84851,,HIP 84851 | HD 156780,260.127945,-26.549774,123.7624,403.6584933,G8III/IV,7.09
65415,65621,HIP 65621,,HIP 65621 | HD 116873 | HR 5065,201.811095,-40.162665,123.7624,403.6584933,G8/K0III,6.4
86086,86352,HIP 86352,,HIP 86352 | HD 160042,264.68688,-21.912658,123.7624,403.6584933,G6III/IV,6.19
12069,12100,HIP 12100,,HIP 12100 | HD 16057,38.97891,37.058339,123.7624,403.6584933,G5,7.42
101544,101873,HIP 101873,,HIP 101873 | HD 196496,309.658845,-25.665929,123.7624,403.6584933,G2/G3V,9.26
1152,1154,HIP 1154,,HIP 1154 | HD 1018,3.606315,-27.169907,123.7624,403.6584933,G1/G2V,8.93
61219,61412,HIP 61412,,HIP 61412 | HD 109454,188.753955,-26.712606,123.7624,403.6584933,G0V,8.06
21489,21542,HIP 21542,,HIP 21542 | HD 29298,69.38223,14.302022,123.7624,403.6584933,G0,9.03
58741,58916,HIP 58916,,HIP 58916 | HD 104924,181.22292,9.172359,123.7624,403.6584933,G0,9.52
8340,8355,HIP 8355,,HIP 8355 | HD 11065,26.92254,-46.057807,123.7624,403.6584933,F8IV,9.46
35394,35491,HIP 35491,,HIP 35491 | HD 56353,109.872345,51.967451,123.7624,403.6584933,F8,8.11
52128,52279,HIP 52279,,HIP 52279 | HD 92545,160.240455,-12.195616,123.7624,403.6584933,F8,8.55
115487,115852,HIP 115852,,HIP 115852 | HD 220977,352.07082,-5.817794,123.7624,403.6584933,F8,8.1
96441,96748,HIP 96748,,HIP 96748 | HD 185218,295.01154,-44.64615,123.7624,403.6584933,F6V,9.28
116803,117170,HIP 117170,,HIP 117170 | HD 222943,356.335665,-30.532984,123.7624,403.6584933,F6V,9.2
96191,96494,HIP 96494,,HIP 96494 | HD 184778,294.258375,-25.080269,123.7624,403.6584933,F6/F7V,8.37
29324,29397,HIP 29397,,HIP 29397 | HD 43034,92.92314,-46.326438,123.7624,403.6584933,F5V,8.81
114522,114884,HIP 114884,,HIP 114884 | HD 219125,349.069695,-80.512603,123.7624,403.6584933,F5V,8.24
62655,62852,HIP 62852,,HIP 62852 | HD 111959,193.242315,15.031518,123.7624,403.6584933,F5+...,7.92
8533,8550,HIP 8550,,HIP 8550 | HD 13952,27.570135,-87.22849,123.7624,403.6584933,F5/F6V,9.22
21815,21868,HIP 21868,,HIP 21868 | HD 284658,70.524375,23.06017,123.7624,403.6584933,F5,8.94
86961,87231,HIP 87231,,HIP 87231 | HD 162383,267.351825,33.189619,123.7624,403.6584933,F5,8.29
14360,14396,HIP 14396,,HIP 14396 | HD 19317,46.425555,-24.206162,123.7624,403.6584933,F3V,8.55
51205,51350,HIP 51350,,HIP 51350 | HD 90916,157.333125,-30.539805,123.7624,403.6584933,F3V,8.58
86533,86800,HIP 86800,,HIP 86800 | HD 160893,266.05401,-38.276159,123.7624,403.6584933,F3V,9.16
96789,97095,HIP 97095,,HIP 97095 | HD 185474,295.98897,-66.947439,123.7624,403.6584933,F3V,8.24
66789,67001,HIP 67001,,HIP 67001 | HD 119378,205.96614,-45.437329,123.7624,403.6584933,F3IV,7.28
45194,45326,HIP 45326,,HIP 45326 | HD 79614,138.563655,-33.515805,123.7624,403.6584933,F2V,7.95
105477,105818,HIP 105818,,HIP 105818 | HD 203800,321.461565,-43.778145,123.7624,403.6584933,F2/F3IV,7.93
22281,22334,HIP 22334,,HIP 22334 | HD 30418,72.148665,24.743114,123.7624,403.6584933,F2,8.25
65471,65677,HIP 65677,,HIP 65677 | HD 234041,201.99804,50.45538,123.7624,403.6584933,F2,8.99
8276,8291,HIP 8291,,HIP 8291 | HD 11715,26.705895,-82.672985,123.7624,403.6584933,F0V,8.38
10401,10425,HIP 10425,,HIP 10425 | HD 13704,33.58404,30.72497,123.7624,403.6584933,F0,7.39
11196,11223,HIP 11223,,HIP 11223 | HD 14887,36.113415,15.524873,123.7624,403.6584933,F0,7.89
31177,31254,HIP 31254,,HIP 31254 | HD 46252,98.327145,24.04145,123.7624,403.6584933,F,8.91
55432,55597,HIP 55597,,HIP 55597 | HD 99103 | HR 4401,170.839245,-64.954714,123.7624,403.6584933,B5,5.09
105485,105826,HIP 105826,,HIP 105826 | HD 204262,321.50499,44.394475,123.7624,403.6584933,Am,7.87
1521,1524,HIP 1524,,HIP 1524 | HD 1468,4.74417,50.693968,123.7624,403.6584933,A5,7.83
105842,106184,HIP 106184,,HIP 106184 | HD 204918,322.607655,44.874993,123.7624,403.6584933,A5,6.77
93149,93443,HIP 93443,,HIP 93443 | HD 176971 | HR 7207,285.455955,22.264412,123.7624,403.6584933,A4V,6.44
18902,18950,HIP 18950,,HIP 18950 | HD 25860,60.914145,-47.861887,123.7624,403.6584933,A4/A5IV,6.62
11662,11690,HIP 11690,,HIP 11690 | HD 15512,37.69725,36.117209,123.7624,403.6584933,A3,7.81
81378,81627,HIP 81627,,HIP 81627 | HD 151234,250.08897,70.237574,123.7624,403.6584933,A2,7.93
92049,92336,HIP 92336,,HIP 92336 | HD 178564,282.284265,83.905064,123.7624,403.6584933,A2,6.86
110171,110517,HIP 110517,,HIP 110517 | HD 212376,335.83326,31.501048,123.7624,403.6584933,A2,8.51
90685,90967,HIP 90967,,HIP 90967 | HD 171149 | HR 6963,278.34462,-5.911718,123.7624,403.6584933,A0Vn,6.36
15845,15884,HIP 15884,,HIP 15884 | HD 21360,51.150855,-51.062657,123.7624,403.6584933,A0V,6.5
57940,58113,HIP 58113,,HIP 58113 | HD 103501,178.779735,3.218634,123.7624,403.6584933,A0,7.74
83135,83390,HIP 83390,,HIP 83390,255.65307,-55.064845,123.7624,403.6584933,,10.95
21260,21313,HIP 21313,,HIP 21313,68.63979,-60.80279,123.9157,404.1584905,M...,9.56
91379,91662,HIP 91662,,HIP 91662 | HD 172223 | HR 7005,280.377855,-48.094686,123.9157,404.1584905,K3III,6.47
95531,95830,HIP 95830,,HIP 95830 | HD 184168,292.36653,60.668724,123.9157,404.1584905,K2,7.61
52770,52924,HIP 52924,,HIP 52924 | HD 93850,162.357045,-42.367429,123.9157,404.1584905,K1/K2III,6.77
60788,60977,HIP 60977,,HIP 60977,187.4841,-36.498517,123.9157,404.1584905,Gp,12.52
1174,1176,HIP 1176,,HIP 1176 | HD 1037,3.66858,-14.80524,123.9157,404.1584905,G8III/IV,6.63
69330,69552,HIP 69552,,HIP 69552 | HD 124361,213.561255,-41.888685,123.9157,404.1584905,G6IV,8.66
17737,17779,HIP 17779,,HIP 17779 | HD 23805,57.0933,8.580379,123.9157,404.1584905,G5,7.4
74683,74912,HIP 74912,,HIP 74912,229.63557,-25.550838,123.9157,404.1584905,G5,10.07
113033,113393,HIP 113393,,HIP 113393 | HD 217114,344.475465,33.720597,123.9157,404.1584905,G5,8.68
91889,92176,HIP 92176,,HIP 92176 | HD 173595,281.794605,-26.215564,123.9157,404.1584905,G1V,9.02
72715,72942,HIP 72942,,HIP 72942 | HD 130967,223.619295,-67.646062,123.9157,404.1584905,G0Vw...,8.96
107530,107873,HIP 107873,,HIP 107873 | HD 207691,327.843975,-21.750633,123.9157,404.1584905,G0V,9.31
88159,88432,HIP 88432,,HIP 88432,270.82245,39.349511,123.9157,404.1584905,G0,9.26
71785,72011,HIP 72011,,HIP 72011 | HD 129525,220.92294,-27.771024,123.9157,404.1584905,F8/G0V,8.31
9285,9304,HIP 9304,,HIP 9304 | HD 12188,29.890455,-6.382607,123.9157,404.1584905,F8,9.15
21698,21751,HIP 21751,,HIP 21751 | HD 29588,70.052955,16.39865,123.9157,404.1584905,F8,9.7
52605,52758,HIP 52758,,HIP 52758,161.809725,30.242176,123.9157,404.1584905,F8,9.89
75392,75621,HIP 75621,,HIP 75621,231.77487,23.915335,123.9157,404.1584905,F8,9.28
99941,100265,HIP 100265,,HIP 100265 | HD 193374,305.056785,0.740801,123.9157,404.1584905,F8,8
102562,102894,HIP 102894,,HIP 102894 | HD 198486,312.67584,-4.790897,123.9157,404.1584905,F8,8.04
37398,37505,HIP 37505,,HIP 37505 | HD 62249,115.45701,-30.386133,123.9157,404.1584905,F7V,8.79
106628,106971,HIP 106971,,HIP 106971 | HD 205934,324.975255,-44.665831,123.9157,404.1584905,F7V,9.75
88673,88950,HIP 88950,,HIP 88950 | HD 162402,272.3526,-83.133231,123.9157,404.1584905,F5V,8.75
42419,42538,HIP 42538,,HIP 42538 | HD 73596 | HR 3423,130.07622,31.941898,123.9157,404.1584905,F5III,6.21
65286,65491,HIP 65491,,HIP 65491 | HD 116681,201.33765,-7.584136,123.9157,404.1584905,F5...,8.33
50257,50399,HIP 50399,,HIP 50399,154.374015,68.805981,123.9157,404.1584905,F5,9.78
64247,64452,HIP 64452,,HIP 64452 | HD 115180,198.166125,76.284128,123.9157,404.1584905,F5,8.86
85927,86190,HIP 86190,,HIP 86190 | HD 159739,264.17727,-9.832139,123.9157,404.1584905,F5,8.68
88648,88925,HIP 88925,,HIP 88925 | HD 165791,272.281815,-33.56391,123.9157,404.1584905,F3V,8.31
5469,5479,HIP 5479,,HIP 5479 | HD 7294,17.531985,-77.206505,123.9157,404.1584905,F3IV/V,8.38
11273,11300,HIP 11300,,HIP 11300 | HD 15157,36.366825,-34.052031,123.9157,404.1584905,F0V,7.88
17511,17553,HIP 17553,,HIP 17553 | HD 23616,56.388015,-25.915476,123.9157,404.1584905,F0IV/V,6.97
42034,42153,HIP 42153,,HIP 42153 | HD 72558,128.88672,49.257996,123.9157,404.1584905,F0,7.89
6369,6383,HIP 6383,,HIP 6383,20.508585,-84.065105,123.9157,404.1584905,F:,11.02
16300,16341,17    Eri,,HIP 16341 | HD 21790 | HR 1070 | 17    Eri,52.65441,-5.075145,123.9157,404.1584905,B9Vs,4.74
64973,65178,HIP 65178,,HIP 65178 | HD 115988,200.35797,-43.634325,123.9157,404.1584905,B9V,6.67
17865,17907,HIP 17907,,HIP 17907 | HD 23990,57.44373,9.407495,123.9157,404.1584905,B9,6.77
72456,72683,Omi Lup,,HIP 72683 | HD 130807 | HR 5528 | Omi Lup,222.909615,-43.575359,123.9157,404.1584905,B5IV,4.32
78580,78820,Acrab,Acrab,HIP 78820 | HD 144217 | HR 5984 | 8Bet1Sco,241.3593,-19.805453,123.9157,404.1584905,B0.5V,2.56
59230,59413,HIP 59413,,HIP 59413 | HD 105874,182.811765,-52.217555,123.9157,404.1584905,A6V,7.74
20807,20859,HIP 20859,,HIP 20859 | HD 28249,67.050645,22.332771,123.9157,404.1584905,A5,8.66
108887,109234,HIP 109234,,HIP 109234 | HD 210169,331.9401,33.415714,123.9157,404.1584905,A5,8.47
91292,91575,HIP 91575,,HIP 91575 | HD 171986,280.10214,-52.200823,123.9157,404.1584905,A3V,7.34
1327,1329,HIP 1329,,HIP 1329 | HD 1210,4.173525,54.660146,123.9157,404.1584905,A3...,7.43
33833,33921,HIP 33921,,HIP 33921 | HD 52472,105.585225,25.364436,123.9157,404.1584905,A3,7.37
100183,100509,HIP 100509,,HIP 100509 | HD 193969,305.713935,7.914853,123.9157,404.1584905,A3,8.14
50561,50705,HIP 50705,,HIP 50705 | HD 89746,155.3106,-13.786528,123.9157,404.1584905,A1V,6.56
93177,93470,HIP 93470,,HIP 93470 | HD 176425 | HR 7177,285.53547,-41.910505,123.9157,404.1584905,A0V,6.21
19391,19440,HIP 19440,,HIP 19440 | HD 26336,62.45475,-3.573508,123.9157,404.1584905,A0,6.84
44088,44216,HIP 44216,,HIP 44216,135.09651,-63.001198,123.9157,404.1584905,,10.24
110629,110976,HIP 110976,,HIP 110976,337.26507,-9.944994,123.9157,404.1584905,,9.56
29299,29372,HIP 29372,,HIP 29372,92.870115,57.025674,124.0695,404.6601184,K5,9.65
48055,48191,HIP 48191,,HIP 48191 | HD 85206 | HR 3892,147.367065,-37.186765,124.0695,404.6601184,K2III,5.95
96344,96650,HIP 96650,,HIP 96650 | HD 185032,294.75483,-41.128218,124.0695,404.6601184,K2III,8.35
6103,6116,HIP 6116,,HIP 6116 | HD 7931,19.63434,-28.732954,124.0695,404.6601184,K0IV,7.89
80852,81098,HIP 81098,,HIP 81098 | HD 149216,248.46288,-14.466628,124.0695,404.6601184,K0III,7.74
117310,117678,HIP 117678,,HIP 117678 | HD 223700,357.979605,-33.122024,124.0695,404.6601184,K0III,7.06
6805,6819,HIP 6819,,HIP 6819 | HD 8847,21.928005,31.966549,124.0695,404.6601184,K0,6.78
60943,61134,HIP 61134,,HIP 61134 | HD 109014 | HR 4772,187.911345,-5.052592,124.0695,404.6601184,G9III:,6.19
52413,52564,HIP 52564,,HIP 52564 | HD 93199,161.1996,-50.885035,124.0695,404.6601184,G6IV/V,7.7
110711,111058,HIP 111058,,HIP 111058 | HD 213388,337.472805,52.416608,124.0695,404.6601184,G5III,6.51
11802,11831,HIP 11831,,HIP 11831 | HD 15821,38.17554,1.033684,124.0695,404.6601184,G5,7.22
49140,49280,HIP 49280,,HIP 49280,150.889185,-0.204268,124.0695,404.6601184,G5,10
62347,62542,HIP 62542,,HIP 62542 | HD 111781,192.23016,80.406258,124.0695,404.6601184,G5,7.55
77460,77696,HIP 77696,,HIP 77696 | HD 143077,237.950805,73.317351,124.0695,404.6601184,G5,8.36
104880,105218,HIP 105218,,HIP 105218 | HD 202867,319.68879,-2.136883,124.0695,404.6601184,G5,8.11
14527,14563,HIP 14563,,HIP 14563 | HD 19522,47.00532,-12.041323,124.0695,404.6601184,G3V,8.11
62102,62297,HIP 62297,,HIP 62297 | HD 110895,191.48046,-53.616648,124.0695,404.6601184,G3V,8.97
106844,107187,HIP 107187,,HIP 107187 | HD 206322,325.663515,-47.494849,124.0695,404.6601184,G3V,9.49
63596,63799,HIP 63799,,HIP 63799 | HD 113453,196.13967,-52.178225,124.0695,404.6601184,G3/G5V,9.4
70092,70315,HIP 70315,,HIP 70315 | HD 125931,215.79432,-26.91207,124.0695,404.6601184,G2/G3V,9.83
85323,85583,HIP 85583,,HIP 85583 | HD 158142,262.33527,-38.645635,124.0695,404.6601184,G1V,8.48
46856,46989,HIP 46989,,HIP 46989,143.657805,41.390686,124.0695,404.6601184,G0,9.3
59384,59566,HIP 59566,,HIP 59566 | HD 106311,183.231645,83.503251,124.0695,404.6601184,G0,8.2
63251,63454,HIP 63454,,HIP 63454 | HD 112930,195.03426,5.992243,124.0695,404.6601184,G0,9.03
78018,78254,HIP 78254,,HIP 78254 | HD 143685,239.65638,59.751035,124.0695,404.6601184,G0,8.75
23837,23892,HIP 23892,,HIP 23892 | HD 240991,77.015505,3.308566,124.0695,404.6601184,F8V,10.82
1818,1822,HIP 1822,,HIP 1822,5.76846,-14.792039,124.0695,404.6601184,F8,9.69
2910,2916,HIP 2916,,HIP 2916 | HD 3416,9.23388,-6.564031,124.0695,404.6601184,F8,8.16
44284,44412,HIP 44412,,HIP 44412 | HD 77158,135.71076,52.221989,124.0695,404.6601184,F8,8.67
66200,66409,HIP 66409,,HIP 66409 | HD 118507,204.22614,27.965744,124.0695,404.6601184,F8,8.78
109734,110080,HIP 110080,,HIP 110080,334.46322,31.489854,124.0695,404.6601184,F8,9.25
112404,112762,HIP 112762,,HIP 112762,342.54543,69.919629,124.0695,404.6601184,F8,9.12
67963,68181,HIP 68181,,HIP 68181 | HD 121340,209.37048,-68.235631,124.0695,404.6601184,F6V,8.88
100843,101169,HIP 101169,,HIP 101169 | HD 194902,307.59597,-50.868862,124.0695,404.6601184,F6V,10.12
28380,28451,HIP 28451,,HIP 28451 | HD 41022,90.1107,-42.475405,124.0695,404.6601184,F6/F7V,9.22
47283,47417,HIP 47417,,HIP 47417 | HD 83829,144.9339,-44.230998,124.0695,404.6601184,F5V,8.8
55697,55864,HIP 55864,,HIP 55864 | HD 99553,171.752475,-29.934705,124.0695,404.6601184,F5V,8.82
91338,91621,HIP 91621,,HIP 91621 | HD 172407,280.276605,-26.740581,124.0695,404.6601184,F5V,8.4
95841,96143,HIP 96143,,HIP 96143 | HD 184381,293.22873,31.236085,124.0695,404.6601184,F5V,6.7
8327,8342,HIP 8342,,HIP 8342 | HD 10937,26.900745,13.189994,124.0695,404.6601184,F5,8.7
50181,50323,HIP 50323,,HIP 50323,154.149795,16.031044,124.0695,404.6601184,F5,9.53
104566,104904,HIP 104904,,HIP 104904 | HD 202281,318.74256,-8.35273,124.0695,404.6601184,F5,7.38
9945,9968,HIP 9968,,HIP 9968 | HD 13301,32.088525,-53.491127,124.0695,404.6601184,F3V,8.52
77907,78143,HIP 78143,,HIP 78143 | HD 142647,239.34555,-41.797752,124.0695,404.6601184,F3V,8.74
5389,5400,HIP 5400,,HIP 5400 | HD 6911,17.274135,-43.001272,124.0695,404.6601184,F3/F5V,9.73
64704,64909,HIP 64909,,HIP 64909 | HD 115607,199.57404,-5.789263,124.0695,404.6601184,F2,8.27
29097,29170,HIP 29170,,HIP 29170 | HD 42283,92.29149,-14.065411,124.0695,404.6601184,F0III/IV,7.45
12978,13011,HIP 13011,,HIP 13011 | HD 17385,41.80476,-5.769034,124.0695,404.6601184,F0,8.33
20276,20326,HIP 20326,,HIP 20326 | HD 27427,65.31936,38.24428,124.0695,404.6601184,F0,7.97
39974,40087,HIP 40087,,HIP 40087 | HD 68201,122.82543,-2.60488,124.0695,404.6601184,F0,8.58
103806,104141,HIP 104141,,HIP 104141 | HD 200961,316.493895,24.498591,124.0695,404.6601184,F0,7.61
81340,81589,HIP 81589,,HIP 81589 | HD 149730,249.93639,-56.994407,124.0695,404.6601184,B9IV/V,6.73
5554,5566,HIP 5566,,HIP 5566 | HD 6960 | HR 342,17.85642,64.202677,124.0695,404.6601184,B9.5V,5.56
82275,82526,49    Her,,HIP 82526 | HD 152308 | HR 6268 | 49    Her,253.02021,14.974215,124.0695,404.6601184,B9.5p (Cr),6.51
32791,32877,HIP 32877,,HIP 32877 | HD 49038,102.766545,64.339773,124.0695,404.6601184,B9,7.97
51290,51437,30Bet Sex,,HIP 51437 | HD 90994 | HR 4119 | 30Bet Sex,157.572825,-0.637026,124.0695,404.6601184,B6V,5.08
17457,17499,Electra,Electra,HIP 17499 | HD 23302 | HR 1142 | 17    Tau,56.218905,24.113339,124.0695,404.6601184,B6III,3.72
15354,15392,HIP 15392,,HIP 15392 | HD 20632,49.607235,-24.101806,124.0695,404.6601184,A9V,8.54
77058,77294,HIP 77294,,HIP 77294 | HD 140504,236.7123,-58.125246,124.0695,404.6601184,A4IVs,6.83
30641,30713,HIP 30713,,HIP 30713 | HD 45535,96.800475,-20.420934,124.0695,404.6601184,A3V,7.6
72669,72895,HIP 72895,,HIP 72895 | HD 131368,223.471875,-23.974216,124.0695,404.6601184,A3V,7.06
64159,64364,HIP 64364,,HIP 64364 | HD 114608,197.87859,6.788363,124.0695,404.6601184,A3,7.79
18603,18650,HIP 18650,,HIP 18650 | HD 25113,59.8881,4.606712,124.0695,404.6601184,A2,7.97
38141,38249,HIP 38249,,HIP 38249 | HD 62976,117.532665,60.342127,124.0695,404.6601184,A2,6.78
115955,116321,HIP 116321,,HIP 116321 | HD 221774,353.53278,72.914571,124.0695,404.6601184,A2,7.38
94395,94690,HIP 94690,,HIP 94690 | HD 180067,289.0119,-24.717224,124.0695,404.6601184,A1V,7.55
43470,43593,HIP 43593,,HIP 43593 | HD 76230 | HR 3542,133.170075,-52.128906,124.0695,404.6601184,A0V,6.39
88706,88983,HIP 88983,,HIP 88983 | HD 166283,272.4366,4.603135,124.0695,404.6601184,A0,7.77
65629,65835,HIP 65835,,HIP 65835 | HD 117287 | HR 5080,202.42827,-23.281331,124.2236,405.1627248,M6/M7e,6.4
35110,35205,HIP 35205,,HIP 35205 | HD 56618 | HR 2766,109.145805,-27.881179,124.2236,405.1627248,M2III,4.66
83007,83262,30    Oph,,HIP 83262 | HD 153687 | HR 6318 | 30    Oph,255.265005,-4.222644,124.2236,405.1627248,K4III,4.82
13150,13183,HIP 13183,,HIP 13183 | HD 17616,42.40788,0.920972,124.2236,405.1627248,K2V,6.82
100111,100437,HIP 100437,,HIP 100437 | HD 194152 | HR 7798,305.52234,45.794994,124.2236,405.1627248,K0IIIvar,5.58
46325,46457,3    Leo,,HIP 46457 | HD 81873 | HR 3755 | 3    Leo,142.121565,8.188298,124.2236,405.1627248,K0III,5.72
115757,116123,HIP 116123,,HIP 116123 | HD 221366,352.93761,-14.806707,124.2236,405.1627248,K0III,7.99
33541,33628,HIP 33628,,HIP 33628 | HD 51959,104.792085,-7.108872,124.2236,405.1627248,K0,8.95
35459,35556,HIP 35556,,HIP 35556 | HD 57252,110.054685,-6.138027,124.2236,405.1627248,K0,7.42
79114,79354,HIP 79354,,HIP 79354,242.93571,0.794049,124.2236,405.1627248,K0,9.56
100643,100969,HIP 100969,,HIP 100969 | HD 194953 | HR 7824,307.069965,2.937161,124.2236,405.1627248,G8III,6.2
51034,51179,HIP 51179,,HIP 51179 | HD 90512,156.80097,11.317094,124.2236,405.1627248,G5III,6.64
28924,28996,HIP 28996,,HIP 28996 | HD 40812,91.77339,68.802354,124.2236,405.1627248,G5,9.41
47852,47988,HIP 47988,,HIP 47988 | HD 84682,146.71116,-1.906449,124.2236,405.1627248,G5,8.51
77286,77522,HIP 77522,,HIP 77522 | HD 141732,237.42939,25.644599,124.2236,405.1627248,G5,8.79
64893,65098,HIP 65098,,HIP 65098 | HD 115822,200.12562,-50.687499,124.2236,405.1627248,G3V,9.58
10059,10082,HIP 10082,,HIP 10082 | HD 13127,32.411145,44.67172,124.2236,405.1627248,G0,8.06
57543,57716,HIP 57716,,HIP 57716 | HD 102799,177.546885,38.790409,124.2236,405.1627248,G0,8.76
71314,71540,HIP 71540,,HIP 71540,219.486,15.687089,124.2236,405.1627248,G0,9.34
83572,83829,HIP 83829,,HIP 83829 | HD 234395,256.99608,52.317706,124.2236,405.1627248,G0,8.7
2427,2433,HIP 2433,,HIP 2433 | HD 2762,7.75494,-31.639142,124.2236,405.1627248,F8/G0V,9.58
11586,11613,HIP 11613,,HIP 11613,37.44687,0.093155,124.2236,405.1627248,F8,9.95
23493,23548,HIP 23548,,HIP 23548 | HD 287474,75.96381,2.725552,124.2236,405.1627248,F8,9.31
57804,57977,HIP 57977,,HIP 57977 | HD 103248,178.389585,56.299622,124.2236,405.1627248,F8,8.15
71281,71507,HIP 71507,,HIP 71507 | HD 128528,219.351915,-0.487395,124.2236,405.1627248,F8,9.36
80945,81191,HIP 81191,,HIP 81191 | HD 149684,248.75814,33.213269,124.2236,405.1627248,F8,7.88
89425,89703,HIP 89703,,HIP 89703 | HD 167585,274.610745,-50.49331,124.2236,405.1627248,F6V,9.23
108641,108987,HIP 108987,,HIP 108987 | HD 209466,331.189815,-45.490606,124.2236,405.1627248,F6V,8.87
24803,24863,HIP 24863,,HIP 24863 | HD 287748,79.951185,0.886672,124.2236,405.1627248,F5V,9.57
55520,55686,HIP 55686,,HIP 55686 | HD 99216,171.15042,-45.444954,124.2236,405.1627248,F5V,8.84
21282,21335,HIP 21335,,HIP 21335 | HD 29039,68.68179,11.499368,124.2236,405.1627248,F5,8.55
66619,66831,HIP 66831,,HIP 66831 | HD 119183,205.450095,-7.556381,124.2236,405.1627248,F5,8.03
71910,72136,HIP 72136,,HIP 72136 | HD 129890,221.33406,-9.214226,124.2236,405.1627248,F5,8.41
26013,26078,HIP 26078,,HIP 26078 | HD 36845,83.43177,-18.678133,124.2236,405.1627248,F2V,8.13
74811,75040,HIP 75040,,HIP 75040 | HD 136124,230.011455,-32.864965,124.2236,405.1627248,F2V,7.88
88458,88733,HIP 88733,,HIP 88733 | HD 166118,271.72527,46.778592,124.2236,405.1627248,F2,8.33
77082,77318,HIP 77318,,HIP 77318 | HD 140987,236.776215,-15.236629,124.2236,405.1627248,F0V,8.34
117389,117757,HIP 117757,,HIP 117757 | HD 223801,358.214715,-56.773691,124.2236,405.1627248,F0V,8.68
13706,13740,HIP 13740,,HIP 13740 | HD 18385,44.2278,-10.375095,124.2236,405.1627248,F0,8.13
24633,24693,HIP 24693,,HIP 24693 | HD 34415,79.4421,13.639929,124.2236,405.1627248,F0,8.38
98712,99028,HIP 99028,,HIP 99028 | HD 190844,301.560915,20.519082,124.2236,405.1627248,F0,7.77
112148,112507,HIP 112507,,HIP 112507 | HD 215718,341.843055,-6.730316,124.2236,405.1627248,F0,7.86
33492,33579,Adhara,Adhara,HIP 33579 | HD 52089 | HR 2618 | 21Eps CMa,104.656455,-28.972084,124.2236,405.1627248,B2II,1.5
109690,110036,HIP 110036,,HIP 110036 | HD 211261,334.31145,-54.321322,124.2236,405.1627248,A9/F0IV/V,7.36
72288,72514,HIP 72514,,HIP 72514 | HD 130415,222.39624,-43.722386,124.2236,405.1627248,A8/A9IV,8.65
95795,96096,HIP 96096,,HIP 96096 | HD 183841,293.065905,-21.51688,124.2236,405.1627248,A6m...,7.19
22784,22838,HIP 22838,,HIP 22838 | HD 31221,73.705785,22.146487,124.2236,405.1627248,A3,8.01
76914,77150,HIP 77150,,HIP 77150 | HD 140475,236.27652,-35.101903,124.2236,405.1627248,A2V,7.72
77806,78042,HIP 78042,,HIP 78042 | HD 142431,239.021355,-40.704761,124.2236,405.1627248,A2V,7.05
90063,90342,HIP 90342,,HIP 90342 | HD 169981 | HR 6917,276.49494,29.82893,124.2236,405.1627248,A2IV,5.81
78303,78541,HIP 78541,,HIP 78541 | HD 143488,240.52017,-36.743914,124.2236,405.1627248,A0V,6.99
79092,79332,HIP 79332,,HIP 79332 | HD 145647 | HR 6035,242.86974,16.665692,124.2236,405.1627248,A0V,6.09
16337,16378,HIP 16378,,HIP 16378 | HD 21685,52.753275,27.724292,124.2236,405.1627248,A0,7.87
100364,100690,HIP 100690,,HIP 100690 | HD 194382,306.202305,14.868176,124.2236,405.1627248,A0,9.27
111725,112079,HIP 112079,,HIP 112079 | HD 214982,340.527525,-3.473427,124.2236,405.1627248,A0,7.18
12111,12143,HIP 12143,,HIP 12143,39.135825,40.027055,124.2236,405.1627248,,10.69
86400,86667,83    Her,,HIP 86667 | HD 161074 | HR 6602 | 83    Her,265.618185,24.564058,124.3781,405.6666358,K4III,5.56
32861,32948,HIP 32948,,HIP 32948 | HD 42855,102.946995,86.684341,124.3781,405.6666358,K3III,6.59
64567,64772,HIP 64772,,HIP 64772 | HD 115278,199.115625,-28.06495,124.3781,405.6666358,K0IV/V,9.12
29425,29498,HIP 29498,,HIP 29498 | HD 43295,93.2331,-49.054322,124.3781,405.6666358,K0III/IV,8.71
49273,49413,HIP 49413,,HIP 49413 | HD 87627,151.303095,-42.172299,124.3781,405.6666358,K0III,6.53
61701,61894,HIP 61894,,HIP 61894 | HD 110282,190.2546,-4.756444,124.3781,405.6666358,K0,9.85
114151,114513,HIP 114513,,HIP 114513,347.914815,4.258378,124.3781,405.6666358,K0,9.93
85713,85975,HIP 85975,,HIP 85975 | HD 158907,263.570295,-48.526787,124.3781,405.6666358,G6/G8III,6.32
5428,5439,HIP 5439,,HIP 5439 | HD 7029,17.392845,-58.297875,124.3781,405.6666358,G5IV/V,8.73
102887,103219,HIP 103219,,HIP 103219 | HD 200039 | HR 8043,313.68456,75.92557,124.3781,405.6666358,G5III,5.99
105030,105370,HIP 105370,,HIP 105370 | HD 203574 | HR 8179,320.13948,60.756405,124.3781,405.6666358,G5III,6.11
2227,2233,HIP 2233,,HIP 2233 | HD 2479,7.07628,-44.389116,124.3781,405.6666358,G5/G6V,10.05
