id,hip,label,proper,aliases,RA_deg,DEC_deg,distance_pc,distance_ly,spect,mag
66074,66283,HIP 66283,,HIP 66283 | HD 118206,203.776335,6.841015,34.3879,112.1581991,K2,8.9
55199,55363,HIP 55363,,HIP 55363 | HD 98553,170.048295,-19.577905,34.3879,112.1581991,G2/G3V,7.54
19738,19788,HIP 19788,,HIP 19788 | HD 26794 | Gl 165.2,63.626235,3.022058,34.3997,112.1966855,K3V,8.78
77207,77444,HIP 77444,,HIP 77444 | HD 140643,237.14988,-65.233401,34.3997,112.1966855,K1V,8.48
6262,6276,HIP 6276,,HIP 6276,20.13444,-11.467706,34.3997,112.1966855,G0,8.43
56921,57092,HIP 57092,,HIP 57092 | HD 101805,175.56186,-75.227317,34.4116,112.2354981,G1V,6.48
106008,106350,HIP 106350,,HIP 106350,323.08749,-20.969505,34.4116,112.2354981,,11.39
50657,50802,HIP 50802,,HIP 50802,155.585385,12.145904,34.4234,112.2739845,K8,10.37
33999,34087,HIP 34087,,HIP 34087,106.02426,75.230555,34.4234,112.2739845,G5,8.24
5729,5741,HIP 5741,,HIP 5741 | HD 7377,18.437325,-8.315936,34.4353,112.3127971,K2,9.1
23051,23105,HIP 23105,,HIP 23105 | HD 31738,74.570775,0.453957,34.4353,112.3127971,G5,7.2
10645,10670,9Gam Tri,,HIP 10670 | HD 14055 | HR 664 | 9Gam Tri,34.328595,33.847194,34.4353,112.3127971,A1Vnn,4.03
24335,24392,HIP 24392,,HIP 24392,78.496545,-21.973558,34.4471,112.3512835,M,10.54
115415,115780,HIP 115780,,HIP 115780 | HD 220829,351.84294,-52.303408,34.4471,112.3512835,K0V,8.64
39500,39611,HIP 39611,,HIP 39611,121.416855,-59.423905,34.459,112.390096,K5V,10.38
64779,64984,HIP 64984,,HIP 64984 | HD 115755,199.77801,2.903458,34.459,112.390096,G5,7.69
88208,88481,HIP 88481,,HIP 88481 | HD 165045,271.00782,1.832398,34.459,112.390096,G5,8.11
59407,59589,HIP 59589,,HIP 59589 | HD 106210,183.30465,10.821655,34.459,112.390096,G3V,7.57
17846,17888,HIP 17888,,HIP 17888 | HD 24002,57.398415,1.348245,34.4709,112.4289086,K1V,8.58
49587,49728,HIP 49728,,HIP 49728 | HD 88084,152.284365,-15.494496,34.4709,112.4289086,G5V,7.52
119181,,HYG 119181,,GJ 4028,267.73383,-56.582054,34.4828,112.4677212,M2,12.13
52634,52787,HIP 52787,,HIP 52787 | HD 93528,161.879835,-22.348035,34.4828,112.4677212,K0V,8.39
118340,,HYG 118340,,GJ 9169B,73.97583,4.672227,34.4828,112.4677212,k,14.6
119525,,HYG 119525,,GJ 1272B,341.36433,11.192249,34.4828,112.4677212,,12
97696,98007,HIP 98007,,HIP 98007 | HD 188427 | GJ 9672,298.756425,4.062134,34.4947,112.5065337,K2,9.42
69373,69595,HIP 69595,,HIP 69595 | HD 124677,213.671055,16.013799,34.4947,112.5065337,G5,8.57
87314,87585,Grumium,Grumium,HIP 87585 | HD 163588 | HR 6688 | 32Xi  Dra,268.38201,56.872643,34.5066,112.5453463,K2III,3.73
49700,49841,41Lam Hya,,HIP 49841 | HD 88284 | HR 3994 | 41Lam Hya,152.647005,-12.354083,34.5066,112.5453463,K0III,3.61
78925,79165,HIP 79165,,HIP 79165 | HD 145229,242.360955,11.574461,34.5066,112.5453463,G0,7.45
10655,10680,HIP 10680,,HIP 10680 | HD 14082,34.355355,28.745044,34.5185,112.5841589,F5V,6.99
27159,27225,HIP 27225,,HIP 27225 | HD 37006,86.55006,78.256254,34.5304,112.6229714,G0,8.2
113411,113771,HIP 113771,,HIP 113771,345.602565,-12.391653,34.5304,112.6229714,,11.15
66204,66413,HIP 66413,,HIP 66413 | Gl 518.1,204.236205,7.767082,34.5423,112.661784,M0,10
112666,113026,HIP 113026,,HIP 113026 | HD 216493,343.354725,-9.092783,34.5423,112.661784,K5,9.59
37178,37284,Ceibo,Ceibo,HIP 37284 | HD 63454,114.841245,-78.278972,34.5423,112.661784,K4V,9.37
73559,73787,HIP 73787,,HIP 73787 | HD 133412 | GJ 3887,226.22496,-18.590925,34.5423,112.661784,K4V,9.5
92508,92798,HIP 92798,,HIP 92798,283.633605,-22.581327,34.5423,112.661784,K4,10.01
35080,35173,HIP 35173,,HIP 35173,109.04448,-3.66591,34.5423,112.661784,K2V,9.01
53872,54028,HIP 54028,,HIP 54028 | HD 95724,165.810345,30.592029,34.5423,112.661784,G5,8.96
569,570,HIP 570,,HIP 570,1.730805,-30.608502,34.5423,112.661784,,12.19
1409,1412,HIP 1412,,HIP 1412 | GJ 3025,4.420425,-8.682265,34.5662,112.7397353,M0,10.99
14632,14668,Misam,Misam,HIP 14668 | HD 19476 | HR 941 | 27Kap Per,47.37387,44.857544,34.5662,112.7397353,K0III,3.79
111612,111965,HIP 111965,,HIP 111965 | HD 214810 | HR 8629,340.199805,-3.554239,34.5662,112.7397353,F6V,6.32
63219,63421,HIP 63421,,HIP 63421,194.94729,-6.860383,34.5662,112.7397353,,11.85
7640,7655,HIP 7655,,HIP 7655 | GJ 1040,24.640605,44.590452,34.5781,112.7785478,K8V:,10.74
50233,50375,HIP 50375,,HIP 50375,154.285035,18.80321,34.5781,112.7785478,K7,11.03
90447,90729,HIP 90729,,HIP 90729 | HD 170829 | HR 6950,277.67355,20.815046,34.5781,112.7785478,G8IV,6.49
103201,103533,HIP 103533,,HIP 103533 | HD 199721,314.630115,16.435554,34.5781,112.7785478,A0,8.61
75211,75423,HIP 75423,,HIP 75423,231.19065,-17.127581,34.5781,112.7785478,,11.62
67070,67282,HIP 67282,,HIP 67282 | HD 120067,206.83917,-8.502631,34.5901,112.8176866,G5,8.7
93057,93350,HIP 93350,,HIP 93350 | HD 176969,285.20901,42.252537,34.5901,112.8176866,F8,6.82
66890,67103,HIP 67103,,HIP 67103 | HD 119992 | HR 5177,206.304855,55.879349,34.5901,112.8176866,F7IV-V,6.47
38052,38160,HIP 38160,,HIP 38160 | HD 64185 | HR 3070,117.303855,-60.283688,34.5901,112.8176866,F1V,5.78
37682,37789,HIP 37789,,HIP 37789 | HD 62301,116.234115,39.556367,34.6021,112.8568253,F8V,6.74
42284,42403,HIP 42403,,HIP 42403 | HD 73344,129.689685,23.685905,34.6021,112.8568253,F8,6.89
95604,95903,HIP 95903,,HIP 95903,292.55703,-54.938741,34.6141,112.895964,M0,11.33
70700,70924,HIP 70924,,HIP 70924 | HD 126999,217.558425,-46.950509,34.6141,112.895964,K5/M0V,10.15
11833,11862,HIP 11862,,HIP 11862,38.268975,7.828438,34.626,112.9347766,M2V:,12
51509,51658,HIP 51658,,HIP 51658 | HD 91312 | HR 4132,158.307975,40.42556,34.626,112.9347766,A7IV,4.72
1083,1085,HIP 1085,,HIP 1085 | HD 924,3.37875,-40.358263,34.638,112.9739153,K1V,9.05
72829,73056,HIP 73056,,HIP 73056,223.950015,7.297678,34.662,113.0521927,M2:,11.29
7230,7244,HIP 7244,,HIP 7244 | HD 9472,23.329275,23.975569,34.662,113.0521927,G0,7.63
40654,40769,HIP 40769,,HIP 40769,124.816545,-67.804021,34.662,113.0521927,,12.01
48906,49046,HIP 49046,,HIP 49046,150.1113,27.267118,34.6741,113.0916576,M0,11.24
59743,59925,HIP 59925,,HIP 59925,184.383615,-24.018596,34.6741,113.0916576,K7,10.14
65097,65302,HIP 65302,,HIP 65302 | HD 115674,200.75523,-81.310115,34.6741,113.0916576,G5V,7.88
97096,97405,HIP 97405,,HIP 97405 | HD 186853,296.962965,-29.159277,34.6741,113.0916576,G3V,7.69
75182,75411,Alkalurops,Alkalurops,HIP 75411 | HD 137391 | HR 5733 | GJ 3903A | 51Mu 1Boo,231.122715,37.377167,34.6861,113.1307963,F0V,4.31
75875,76107,HIP 76107,,HIP 76107,233.153085,-52.355759,34.6981,113.169935,M0,10.97
109115,109461,HIP 109461,,HIP 109461,332.63103,22.797009,34.6981,113.169935,K3V,9.19
116479,116845,HIP 116845,,HIP 116845 | HD 222589,355.266675,74.40244,34.6981,113.169935,G5,8.74
16269,16310,HIP 16310,,HIP 16310 | HD 21899 | HR 1076,52.556595,-41.369937,34.6981,113.169935,F7V,6.12
27878,27947,HIP 27947,,HIP 27947 | HD 40292 | HR 2094,88.70874,-52.635481,34.6981,113.169935,F0Ve...,5.29
45106,45238,Miaplacidus,Miaplacidus,HIP 45238 | HD 80007 | HR 3685 | Bet Car,138.300615,-69.717208,34.6981,113.169935,A2IV,1.67
107873,108216,HIP 108216,,HIP 108216,328.852845,-61.210045,34.7102,113.2093999,K3V,9.82
109119,109464,HIP 109464,,HIP 109464,332.63637,47.917297,34.7102,113.2093999,,10.95
99758,100079,HIP 100079,,HIP 100079 | HD 334100,304.55595,29.204164,34.7222,113.2485386,M0,8.66
64760,64965,HIP 64965,,HIP 64965,199.736325,-3.071684,34.7222,113.2485386,K5,10.84
16706,16747,HIP 16747,,HIP 16747 | HD 22159,53.85993,35.479844,34.7222,113.2485386,G5,8.43
32666,32754,HIP 32754,,HIP 32754,102.457365,55.882342,34.7222,113.2485386,,10.39
12121,12153,31    Ari,,HIP 12153 | HD 16234 | HR 763 | 31    Ari,39.157965,12.447639,34.7343,113.2880035,F7V,5.64
89970,90249,HIP 90249,,HIP 90249,276.219,28.289428,34.7343,113.2880035,,12.01
45600,45731,HIP 45731,,HIP 45731 | GJ 3547,139.846065,62.054689,34.7584,113.3666071,M:,11.42
21881,21934,HIP 21934,,HIP 21934,70.73544,-44.195689,34.7584,113.3666071,K5,9.98
34711,34804,HIP 34804,,HIP 34804,108.071535,59.264435,34.7705,113.406072,M0,10.67
80507,80751,HIP 80751,,HIP 80751,247.30983,23.776092,34.7705,113.406072,K8,10.07
104189,104526,HIP 104526,,HIP 104526 | HD 201247,317.605425,-54.573758,34.7705,113.406072,K1/2(V) + F,7.07
116571,116937,HIP 116937,,HIP 116937 | HD 222595,355.55244,-53.423315,34.7705,113.406072,G5V,7.99
6864,6878,HIP 6878,,HIP 6878 | HD 8907,22.14312,42.267688,34.7705,113.406072,F8,6.66
62662,62859,HIP 62859,,HIP 62859,193.26237,16.851587,34.7826,113.4455369,K8,10.21
45204,45336,22The Hya,,HIP 45336 | HD 79469 | HR 3665 | 22The Hya,138.591075,2.31428,34.7947,113.4850017,B9.5V,3.89
35553,35651,HIP 35651,,HIP 35651 | HD 57568,110.34453,-12.637237,34.8189,113.5639315,K3V,9.95
31169,31246,HIP 31246,,HIP 31246 | HD 46375,98.30259,5.462925,34.8189,113.5639315,K1IV,7.91
2796,2802,Lam2Phe,,HIP 2802 | HD 3302 | HR 147 | GJ 3041 | Lam2Phe,8.921505,-48.000907,34.8189,113.5639315,F6V,5.51
92466,92756,HIP 92756,,HIP 92756,283.527435,-54.353164,34.8189,113.5639315,,10.43
75108,75337,HIP 75337,,HIP 75337,230.915265,30.841711,34.8311,113.6037225,M0p,10.45
33142,33229,HIP 33229,,HIP 33229 | HD 51608 | Gl 253,103.713975,-55.259329,34.8311,113.6037225,G7V,8.17
116008,116374,HIP 116374,,HIP 116374,353.718375,-34.6698,34.8554,113.6829784,K5V,10.18
59350,59532,HIP 59532,,HIP 59532 | HD 106116 | Gl 458.1A,183.12018,-3.084472,34.8554,113.6829784,G4V,7.43
51635,51784,HIP 51784,,HIP 51784 | HD 91638,158.70924,-3.899691,34.8554,113.6829784,F8,6.67
86356,86623,HIP 86623,,HIP 86623 | HD 160910 | HR 6594,265.494315,15.95243,34.8554,113.6829784,F4Vw,5.54
18928,18975,HIP 18975,,HIP 18975 | HD 25570 | HR 1254,60.985845,8.197269,34.8554,113.6829784,F2V,5.45
7779,7794,HIP 7794,,HIP 7794,25.074855,1.855948,34.8675,113.7224433,K8,10.18
27585,27654,15Del Lep,,HIP 27654 | HD 39364 | HR 2035 | 15Del Lep,87.830355,-20.879089,34.8675,113.7224433,G8III/IV,3.76
102460,102791,HIP 102791,,HIP 102791 | HD 199019,312.37152,71.774788,34.8797,113.7622343,G5,8.23
41677,41795,HIP 41795,,HIP 41795,127.82547,-68.589499,34.8918,113.8016992,K7V,10.69
6523,6537,45The Cet,,HIP 6537 | HD 8512 | HR 402 | 45The Cet,21.00585,-8.183257,34.8918,113.8016992,K0III,3.6
1950,1955,HIP 1955,,HIP 1955 | HD 2070,6.185955,-51.043867,34.8918,113.8016992,G3IV,6.81
31547,31626,HIP 31626,,HIP 31626 | HD 260564,99.27207,19.752884,34.904,113.8414902,K5,10.18
113737,114098,HIP 114098,,HIP 114098 | HD 218249,346.63524,-0.196141,34.904,113.8414902,K0,9.33
66408,66618,HIP 66618,,HIP 66618 | HD 118475,204.83352,-67.67082,34.904,113.8414902,G2/G3IV/V,6.97
1084,1086,23    And,,HIP 1086 | HD 905 | HR 41 | 23    And,3.3786,41.03537,34.904,113.8414902,F0IV,5.71
7761,7776,HIP 7776,,HIP 7776,25.020045,-13.911356,34.904,113.8414902,,11.9
22866,22919,HIP 22919,,HIP 22919 | HD 31412 | GJ 9169A,73.982835,4.670427,34.9162,113.8812813,F8,7.02
12754,12787,HIP 12787,,HIP 12787,41.08899,10.961464,34.9284,113.9210723,M0,10.98
83649,83906,HIP 83906,,HIP 83906 | HD 154962 | HR 6372,257.22717,-3.882991,34.9284,113.9210723,G8IV-V,6.35
101576,101905,HIP 101905,,HIP 101905 | HD 196390,309.760695,-49.331425,34.9284,113.9210723,G3V,7.33
24244,24301,HIP 24301,,HIP 24301 | HD 241596,78.222585,19.722168,34.9406,113.9608633,K5:,9.93
78193,78430,HIP 78430,,HIP 78430 | HD 143424,240.17823,-15.412143,34.9406,113.9608633,K1V,9.12
75968,76200,HIP 76200,,HIP 76200 | HD 138549,233.47323,-31.019049,34.9406,113.9608633,G8V,7.96
49615,49756,HIP 49756,,HIP 49756 | HD 88072,152.34762,2.371082,34.9406,113.9608633,G0,7.55
115893,116259,HIP 116259,,HIP 116259 | HD 221613 | GJ 9830,353.350035,42.846629,34.9406,113.9608633,G0,7.14
11711,11739,HIP 11739,,HIP 11739,37.878315,-20.028212,34.9528,114.0006544,K7V,10.24
98698,99014,HIP 99014,,HIP 99014,301.520385,5.253007,34.9528,114.0006544,K2,9.61
9661,9683,HIP 9683,,HIP 9683 | HD 12661,31.142895,25.414305,34.9528,114.0006544,K0,7.43
5567,5579,HIP 5579,,HIP 5579,17.892195,32.521917,34.9528,114.0006544,,10.33
45808,45940,HIP 45940,,HIP 45940 | HD 81639,140.52549,-73.543347,34.965,114.0404454,G6V,8.1
21486,21539,HIP 21539,,HIP 21539,69.363015,-33.304225,34.9895,114.1203536,Kp,10.17
109075,109421,HIP 109421,,HIP 109421,332.53359,-42.902309,35.0018,114.1604708,K7V,10.25
70094,70317,HIP 70317,,HIP 70317,215.7981,-8.116282,35.0018,114.1604708,K5V,9.86
66706,66918,HIP 66918,,HIP 66918,205.710615,-21.711461,35.0018,114.1604708,K5,10.11
17124,17165,HIP 17165,,HIP 17165 | HD 22897,55.14279,-2.220409,35.0018,114.1604708,K2V,9.58
71412,71639,HIP 71639,,HIP 71639 | HD 128582 | HR 5457,219.795405,-46.58448,35.0018,114.1604708,F7V,6.06
82886,83141,HIP 83141,,HIP 83141,254.855925,35.681184,35.014,114.2002618,K5,9.35
42282,42401,HIP 42401,,HIP 42401 | HD 73583,129.68859,-13.256689,35.014,114.2002618,K3/K4V,9.67
6089,6102,HIP 6102,,HIP 6102 | HD 7799,19.587015,44.271437,35.014,114.2002618,K0,9.95
12646,12680,HIP 12680,,HIP 12680,40.736985,48.962923,35.0263,114.240379,K8,9.85
105044,105384,HIP 105384,,HIP 105384 | HD 203019,320.194155,-38.781441,35.0263,114.240379,G5V,7.84
73018,73245,HIP 73245,,HIP 73245 | HD 132307,224.54532,6.90496,35.0263,114.240379,G5,8.15
84194,84452,HIP 84452,,HIP 84452,258.98961,-44.244281,35.0385,114.2801701,M0V:,10.22
92465,92755,HIP 92755,,HIP 92755 | HD 174564 | GJ 4085A,283.5267,-54.356083,35.0385,114.2801701,K4V,9.18
14207,14241,HIP 14241,,HIP 14241 | HD 19034 | Gl 121.2,45.91233,-5.6663,35.0385,114.2801701,G5,8.08
74872,75101,HIP 75101,,HIP 75101 | HD 136442 | HR 5706,230.19591,-2.413331,35.0508,114.3202872,K0V,6.34
56662,56832,HIP 56832,,HIP 56832 | HD 101242,174.75417,6.057902,35.0508,114.3202872,G5,7.6
39609,39721,HIP 39721,,HIP 39721 | GJ 9251A,121.78788,7.383379,35.0631,114.3604044,K8+...,9.7
44914,45042,HIP 45042,,HIP 45042 | Gl 334.1,137.614545,73.406648,35.0631,114.3604044,K5,10.08
99726,100047,HIP 100047,,HIP 100047,304.46826,-17.285818,35.0754,114.4005216,,11.03
15428,15466,HIP 15466,,HIP 15466,49.86045,38.013278,35.0877,114.4406388,M0,10.79
52553,52705,HIP 52705,,HIP 52705 | HD 93330,161.638665,4.64559,35.0877,114.4406388,K0,7.95
115685,116050,HIP 116050,,HIP 116050 | HD 221275,352.725345,-35.106508,35.0877,114.4406388,G8/K0V,8.12
57456,57629,HIP 57629,,HIP 57629 | HD 102634 | HR 4533,177.255345,-0.31867,35.0877,114.4406388,F7V,6.15
36292,36395,HIP 36395,,HIP 36395 | HD 59438 | HR 2868,112.341105,-14.998657,35.0877,114.4406388,F5V,6.05
7521,7535,102Pi  Psc,,HIP 7535 | HD 9919 | HR 463 | 102Pi  Psc,24.27465,12.141535,35.0877,114.4406388,F0V,5.54
6063,6075,HIP 6075,,HIP 6075 | Gl 56.2,19.497135,-48.150308,35.1,114.480756,K,11.54
97468,97779,HIP 97779,,HIP 97779 | HD 187897,298.03911,7.460043,35.1,114.480756,G5,7.14
73622,73850,HIP 73850,,HIP 73850 | HD 133469,226.391265,-30.550864,35.1124,114.5211993,F6V,6.48
66010,66219,HIP 66219,,HIP 66219 | HD 117938,203.57907,-36.523711,35.1247,114.5613165,K4V,9.41
56884,57055,HIP 57055,,HIP 57055,175.452825,58.827461,35.137,114.6014337,K5,11.69
96329,96635,HIP 96635,,HIP 96635 | HD 185181,294.71463,-25.872103,35.137,114.6014337,G8IV,9.11
114062,114424,HIP 114424,,HIP 114424 | HD 218730,347.60298,-7.811996,35.137,114.6014337,G0,7.33
96,96,HIP 96,,HIP 96,0.30495,13.975088,35.1494,114.6418771,M0,10.46
28991,29063,HIP 29063,,HIP 29063 | HD 41853,91.96791,8.219516,35.1494,114.6418771,K2V,8.97
115484,115849,HIP 115849,,HIP 115849 | HD 220945,352.063185,-44.460996,35.1494,114.6418771,K2V,8.99
108764,109110,HIP 109110,,HIP 109110 | HD 209779,331.52223,-5.358031,35.1494,114.6418771,G0,7.57
110466,110812,HIP 110812,,HIP 110812 | HD 212580,336.760185,-62.524599,35.1617,114.6819943,K2IV/V,8.79
9362,9381,HIP 9381,,HIP 9381 | HD 12387,30.133515,-40.731247,35.1617,114.6819943,G3V,7.37
41165,41282,HIP 41282,,HIP 41282 | HD 71196 | HR 3316,126.329175,-21.045956,35.1617,114.6819943,F2/F3V,6.01
11290,11317,HIP 11317,,HIP 11317,36.41736,28.76612,35.1865,114.7628809,K8,9.04
59561,59743,HIP 59743,,HIP 59743 | HD 106515,183.777375,-7.257327,35.1865,114.7628809,G5...,7.34
65912,66121,HIP 66121,,HIP 66121 | HD 117360 | HR 5082,203.31018,-77.569388,35.1865,114.7628809,F6V,6.52
83118,83373,HIP 83373,,HIP 83373 | HD 153851,255.595095,-11.893447,35.1989,114.8033243,K2V,8.98
85930,86193,HIP 86193,,HIP 86193 | HD 159909,264.20919,10.574532,35.1989,114.8033243,G5,7.28
62925,63125,Cor Caroli,Cor Caroli,HIP 63125 | HD 112413 | HR 4915 | 12Alp2CVn,194.007105,38.31838,35.1989,114.8033243,A0spe...,2.89
47200,47333,HIP 47333,,HIP 47333,144.68259,-39.387395,35.1989,114.8033243,,10.5
17206,17248,HIP 17248,,HIP 17248,55.40514,55.218558,35.2113,114.8437676,M0,11.34
94046,94341,HIP 94341,,HIP 94341,288.03366,24.12958,35.2113,114.8437676,M0,11.22
86723,86991,HIP 86991,,HIP 86991 | HD 160859,266.64984,-62.751838,35.2113,114.8437676,G1V,7.51
78164,78400,49    Lib,,HIP 78400 | HD 143333 | HR 5954 | GJ 3931 | 49    Lib,240.081705,-16.53335,35.2113,114.8437676,F7V,5.47
5335,5346,80    Psc,,HIP 5346 | HD 6763 | HR 330 | 80    Psc,17.0925,5.649819,35.2113,114.8437676,F0III-IV,5.51
119347,,HYG 119347,,GJ 9697A,307.543335,26.842389,35.2113,114.8437676,dM1,10.28
119348,,HYG 119348,,GJ 9697B,307.54323,26.842496,35.2113,114.8437676,,10.7
5362,5373,HIP 5373,,HIP 5373 | HD 6838,17.190465,-25.861123,35.2237,114.884211,K0V,8.63
67025,67237,HIP 67237,,HIP 67237 | HD 119782,206.675235,-56.850077,35.2609,115.005541,K1V,8.64
19697,19747,Alp Hor,,HIP 19747 | HD 26967 | HR 1326 | Alp Hor,63.500445,-42.294368,35.2609,115.005541,K1III,3.85
9460,9480,48    Cas,,HIP 9480 | HD 12111 | HR 575 | 48    Cas,30.48966,70.90702,35.2609,115.005541,A3IV,4.49
2598,2604,HIP 2604,,HIP 2604,8.27289,42.001478,35.2734,115.0463105,M0,10.94
82183,82434,HIP 82434,,HIP 82434 | HD 326267,252.704145,-43.78687,35.2734,115.0463105,K2,10.06
19368,19416,HIP 19416,,HIP 19416 | HD 281619,62.371035,33.767026,35.2734,115.0463105,K0,8.64
26907,26973,HIP 26973,,HIP 26973 | HD 38459,85.86018,-47.822975,35.2858,115.0867538,K0V,8.52
41491,41609,HIP 41609,,HIP 41609 | HD 71811,127.236015,-15.870482,35.2983,115.1275233,K1V,8.49
5517,5529,Emiw,Emiw,HIP 5529 | HD 7199,17.696355,-66.188164,35.2983,115.1275233,K0IV/V,8.06
31472,31552,HIP 31552,,HIP 31552 | HD 46317,99.06279,58.106782,35.2983,115.1275233,F5,6.61
31543,31623,HIP 31623,,HIP 31623 | HD 47391,99.26643,-32.225196,35.3107,115.1679667,G5V,7.65
102688,103019,HIP 103019,,HIP 103019,313.068195,-39.997364,35.3232,115.2087362,K5,10.35
117037,117404,HIP 117404,,HIP 117404 | HD 223282,357.0888,-27.897489,35.3232,115.2087362,K0V,8.65
52933,53087,HIP 53087,,HIP 53087 | HD 94151,162.913515,-22.07183,35.3232,115.2087362,G6V,7.84
28929,29001,HIP 29001,,HIP 29001 | HD 41640,91.788435,16.556079,35.3232,115.2087362,F5,7.34
55069,55233,HIP 55233,,HIP 55233,169.661145,-12.986319,35.3232,115.2087362,,10.96
68229,68447,HIP 68447,,HIP 68447,210.18861,18.099249,35.3357,115.2495057,K6,10.38
86024,86289,HIP 86289,,HIP 86289 | HD 159656 | Gl 683.1,264.4746,-42.567565,35.3357,115.2495057,G4IV-V,7.16
112364,112724,32Iot Cep,,HIP 112724 | HD 216228 | HR 8694 | 32Iot Cep,342.4203,66.200408,35.3482,115.2902752,K0III,3.5
36842,36948,HIP 36948,,HIP 36948 | HD 61005,113.947785,-32.203901,35.3482,115.2902752,G3/G5V,8.23
13668,13702,46Rho3Ari,,HIP 13702 | HD 18256 | HR 869 | 46Rho3Ari,44.10894,18.023119,35.3482,115.2902752,F6V,5.58
17976,18018,HIP 18018,,HIP 18018 | HD 283066 | GJ 9135,57.762945,23.903654,35.3732,115.3718142,K7,10.17
15487,15526,HIP 15526,,HIP 15526 | HD 20781,50.012145,-28.783834,35.3732,115.3718142,K0V,8.48
103550,103882,Zet Mic,,HIP 103882 | HD 200163 | HR 8048 | Zet Mic,315.741495,-38.631447,35.3732,115.3718142,F3V,5.32
104273,104610,HIP 104610,,HIP 104610,317.86881,-5.309467,35.3732,115.3718142,,10.99
53082,53236,HIP 53236,,HIP 53236 | HD 94374,163.34379,-14.374501,35.3857,115.4125837,K3V,9.27
110497,110843,HIP 110843,,HIP 110843 | HD 212708,336.85242,-49.36595,35.3857,115.4125837,G5V,7.48
61404,61597,HIP 61597,,HIP 61597 | HD 110010 | Gl 479.1,189.33141,79.215482,35.3857,115.4125837,G0,6.99
56090,56257,HIP 56257,,HIP 56257 | HD 100167,172.974675,41.439395,35.3857,115.4125837,F8,7.35
63854,64057,HIP 64057,,HIP 64057 | HD 114060,196.915515,24.009813,35.3982,115.4533532,G5V,8.15
18946,18993,HIP 18993,,HIP 18993 | HD 25621 | HR 1257,61.04115,2.826947,35.3982,115.4533532,F6IV,5.36
77645,77881,HIP 77881,,HIP 77881,238.565955,14.274156,35.4108,115.4944488,K5,9.7
49998,50139,HIP 50139,,HIP 50139 | HD 88725 | GJ 9322,153.53472,3.1513,35.4108,115.4944488,G1V,7.75
114692,115054,Phi Gru,,HIP 115054 | HD 219693 | HR 8859 | GJ 4330 | Phi Gru,349.541085,-40.824361,35.4108,115.4944488,F5V,5.54
112319,112678,HIP 112678,,HIP 112678,342.26907,10.605668,35.4233,115.5352183,K7V:,10.5
43502,43625,HIP 43625,,HIP 43625 | HD 75616,133.27545,52.390229,35.4233,115.5352183,F5,6.92
102362,102693,Iot Mic,,HIP 102693 | HD 197937 | HR 7943 | Gl 808.1 | Iot Mic,312.12126,-43.988544,35.4233,115.5352183,F1IV,5.11
43183,43304,HIP 43304,,HIP 43304 | HD 75318,132.33837,3.683997,35.4359,115.576314,G5,7.96
111968,112324,HIP 112324,,HIP 112324 | HD 215588,341.26527,58.14705,35.4359,115.576314,F5,6.45
56868,57039,HIP 57039,,HIP 57039 | HD 101650,175.417665,-23.19911,35.4484,115.6170835,K4V:,10.57
59249,59431,HIP 59431,,HIP 59431 | GJ 3712B,182.861895,53.418714,35.4484,115.6170835,K0,8.14
69348,69570,HIP 69570,,HIP 69570 | HD 124364,213.603555,-48.146634,35.4484,115.6170835,G5V,8.23
40650,40765,HIP 40765,,HIP 40765 | HD 69965,124.8129,-5.619515,35.461,115.6581792,R...,7.43
80631,80876,HIP 80876,,HIP 80876,247.70652,27.313188,35.461,115.6581792,M:,12.07
18918,18965,HIP 18965,,HIP 18965 | HD 25461,60.961695,29.197717,35.461,115.6581792,K1V,8.18
75026,75255,HIP 75255,,HIP 75255 | HD 136466 | Gl 582.1A,230.65239,-47.921043,35.461,115.6581792,G5V,7.68
52258,52409,HIP 52409,,HIP 52409 | HD 92788,160.7022,-2.183756,35.461,115.6581792,G5,7.31
41989,42108,HIP 42108,,HIP 42108 | HD 72928,128.752155,-16.086229,35.4736,115.6992748,K5V,10.28
9443,9463,HIP 9463,,HIP 9463,30.44898,13.024149,35.4862,115.7403705,K7V:,10.16
73890,74118,HIP 74118,,HIP 74118 | HD 134353,227.21658,19.03863,35.4862,115.7403705,K0,8.28
35545,35643,HIP 35643,,HIP 35643 | HD 56963 | HR 2776,110.32296,45.2282,35.4862,115.7403705,A7s,5.74
78684,78924,HIP 78924,,HIP 78924 | Gl 611.3,241.67172,8.388419,35.4988,115.7814661,M3e,11.57
95522,95821,HIP 95821,,HIP 95821 | HD 183650 | Gl 761.1,292.339365,31.608656,35.4988,115.7814661,G5,6.95
19689,19739,HIP 19739,,HIP 19739 | GJ 3262,63.48135,82.918599,35.5114,115.8225618,M0,10.8
1076,1078,HIP 1078,,HIP 1078,3.35259,19.07134,35.5114,115.8225618,K7,9.86
107552,107895,HIP 107895,,HIP 107895 | HD 207795 | Gl 838.2,327.91431,0.849408,35.524,115.8636574,K2,8.6
103434,103766,HIP 103766,,HIP 103766,315.410295,-0.477747,35.524,115.8636574,K,10.83
43169,43290,HIP 43290,,HIP 43290 | HD 75519,132.273795,-39.954387,35.524,115.8636574,G5V,7.83
21051,21103,HIP 21103,,HIP 21103 | HD 28580,67.81866,25.030459,35.524,115.8636574,G5,8.55
